"phylum","class","order","family","genus","species","rows_all","speciesID_accepted"
"Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae","Berberis","Berberis microphylla",2531,7300375
"Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae","Berberis","Berberis thunbergii",61785,3033896
"Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae","Berberis","Berberis vulgaris",131267,3033894
"Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae","Mahonia","Mahonia aquifolium",86711,3033865
"Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae","Mahonia","Mahonia bealei",8897,3033888
"Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae","Nandina","Nandina domestica",30641,5371712
"Tracheophyta","Magnoliopsida","Rosales","Cannabaceae","Celtis","Celtis australis",39897,2984492
"Tracheophyta","Magnoliopsida","Rosales","Cannabaceae","Celtis","Celtis occidentalis",26214,2984481
"Tracheophyta","Magnoliopsida","Rosales","Cannabaceae","Celtis","Celtis sinensis",12536,4159594
"Tracheophyta","Magnoliopsida","Rosales","Cannabaceae","Trema","Trema orientale",14650,2984508
"Tracheophyta","Magnoliopsida","Rosales","Elaeagnaceae","Elaeagnus","Elaeagnus angustifolia",42287,3039269
"Tracheophyta","Magnoliopsida","Rosales","Elaeagnaceae","Elaeagnus","Elaeagnus pungens",7397,3039270
"Tracheophyta","Magnoliopsida","Rosales","Elaeagnaceae","Elaeagnus","Elaeagnus reflexa",805,4048279
"Tracheophyta","Magnoliopsida","Rosales","Elaeagnaceae","Elaeagnus","Elaeagnus umbellata",45224,3039267
"Tracheophyta","Magnoliopsida","Rosales","Elaeagnaceae","Hippophae","Hippophae rhamnoides",113085,3039285
"Tracheophyta","Magnoliopsida","Rosales","Moraceae","Artocarpus","Artocarpus heterophyllus",51082,2984565
"Tracheophyta","Magnoliopsida","Rosales","Moraceae","Broussonetia","Broussonetia papyrifera",57587,5361944
"Tracheophyta","Magnoliopsida","Rosales","Moraceae","Castilla","Castilla elastica",2287,7531920
"Tracheophyta","Magnoliopsida","Rosales","Moraceae","Ficus","Ficus altissima",1187,5361907
"Tracheophyta","Magnoliopsida","Rosales","Moraceae","Ficus","Ficus benghalensis",5883,5361919
"Tracheophyta","Magnoliopsida","Rosales","Moraceae","Ficus","Ficus benjamina",6243,5361932
"Tracheophyta","Magnoliopsida","Rosales","Moraceae","Ficus","Ficus carica",96304,5361909
"Tracheophyta","Magnoliopsida","Rosales","Moraceae","Ficus","Ficus microcarpa",10289,7467639
"Tracheophyta","Magnoliopsida","Rosales","Moraceae","Ficus","Ficus nota",333,5361915
"Tracheophyta","Magnoliopsida","Rosales","Moraceae","Ficus","Ficus religiosa",10826,5361935
"Tracheophyta","Magnoliopsida","Rosales","Moraceae","Maclura","Maclura pomifera",25871,2984580
"Tracheophyta","Magnoliopsida","Rosales","Moraceae","Morus","Morus alba",37842,5361889
"Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","Colubrina","Colubrina asiatica",4283,5372467
"Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","Frangula","Frangula alnus",495616,3039454
"Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","Hovenia","Hovenia dulcis",4149,3039410
"Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","Maesopsis","Maesopsis eminii",1446,3039521
"Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","Rhamnus","Rhamnus alaternus",98842,6371424
"Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","Rhamnus","Rhamnus cathartica",229990,3039491
"Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","Ziziphus","Ziziphus jujuba",15668,3039423
"Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","Ziziphus","Ziziphus mauritiana",13276,3039424
"Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","Ziziphus","Ziziphus spina-christi",6283,8228089
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Amelanchier","Amelanchier humilis",22882,3023903
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Amelanchier","Amelanchier lamarckii",44467,3024109
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Amelanchier","Amelanchier utahensis",7709,3023964
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Aronia","Aronia prunifolia",5408,5363613
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","Cotoneaster acutifolius",15104,3025770
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","Cotoneaster coriaceus",4053,3026035
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","Cotoneaster dielsianus",10692,3025896
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","Cotoneaster divaricatus",24615,3026334
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","Cotoneaster franchetii",17492,3026162
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","Cotoneaster glaucophyllus",7760,3025781
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","Cotoneaster horizontalis",26707,3025617
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","Cotoneaster integrifolius",2472,3026105
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","Cotoneaster microphyllus",2095,3025626
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","Cotoneaster pannosus",4063,3025572
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","Cotoneaster salicifolius",6680,3026074
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Cotoneaster","Cotoneaster simonsii",7984,3026107
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus","Crataegus monogyna",1067046,9220780
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Photinia","Photinia serratifolia",3211,5364029
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Physocarpus","Physocarpus opulifolius",23189,2988354
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus cerasifera",112844,3021730
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus cerasus",32534,3021922
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus laurocerasus",199397,3021496
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus mahaleb",123696,3022789
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus padus",399252,3021037
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus persica",45020,8149923
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Pyracantha","Pyracantha angustifolia",3086,2988222
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Pyracantha","Pyracantha coccinea",29325,2988188
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Pyracantha","Pyracantha crenulata",1860,2988172
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Pyracantha","Pyracantha fortuneana",4934,2988224
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Pyracantha","Pyracantha koidzumii",846,2988162
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Pyrus","Pyrus calleryana",169653,5363119
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rhaphiolepis","Rhaphiolepis bibas",52911,10786206
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rhodotypos","Rhodotypos scandens",6958,3032442
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rosa","Rosa bracteata",2876,12190776
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rosa","Rosa canina",373745,3002461
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rosa","Rosa laevigata",4849,3002751
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rosa","Rosa lucieae",3140,8667586
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rosa","Rosa multiflora",82438,3003244
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rosa","Rosa rubiginosa",77990,8174785
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rosa","Rosa rugosa",218331,3003979
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rosa","Rosa spinosissima",93437,3002333
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus alceifolius",5430,2997267
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus anglocandicans",7591,2991927
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus argutus",5276,2990801
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus armeniacus",67104,2996525
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus bifrons",16585,2995779
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus boyntonii",237,2988784
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus caesius",380560,2995209
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus cissburiensis",1696,2997787
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus cuneifolius",2782,2996841
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus echinatus",1656,2997155
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus ellipticus",3184,2991314
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus erythrops",283,2996148
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus flagellaris",7439,2992071
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus fruticosus",248145,8436459
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus idaeus",598618,2993094
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus illecebrosus",1008,2995508
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus laciniatus",28136,2992543
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus laudatus",2194,2991179
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus leightonii",600,2994435
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus leptothyrsos",1182,7713259
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus leucostachys",898,2993929
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus loganobaccus",325,2990630
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus macrophyllus",6087,2991019
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus moluccanus",7669,2993394
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus niveus",3864,2989183
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus parvifolius",27090,2991373
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus phaeocarpus",222,2992875
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus phoenicolasius",43037,2995149
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus pinnatus",1165,2995015
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus polyanthemus",6339,2997827
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus riddelsdellii",417,2995926
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus rosifolius",12369,8234521
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus rubritinctus",2089,2992281
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus rugosus",181,8229216
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus spectabilis",38604,2993761
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus ulmifolius",149594,2996929
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus vestitus",13588,8289268
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Sorbaria","Sorbaria sorbifolia",28793,3012089
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Sorbaronia","Sorbaronia arsenii",2109,2987867
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Sorbus","Sorbus aucuparia",978130,3012167
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Spiraea","Spiraea alba",27256,3026585
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Spiraea","Spiraea billardii",10468,7889822
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Spiraea","Spiraea chamaedryfolia",8559,3026406
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Spiraea","Spiraea douglasii",16116,3027159
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Spiraea","Spiraea japonica",30690,8170635
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Spiraea","Spiraea media",7281,3027231
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Spiraea","Spiraea rosalba",6656,3027332
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Spiraea","Spiraea tomentosa",12429,3026819
"Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Stranvaesia","Stranvaesia davidiana",3875,3000406
"Tracheophyta","Magnoliopsida","Rosales","Ulmaceae","Ulmus","Ulmus minor",286149,5361865
"Tracheophyta","Magnoliopsida","Rosales","Ulmaceae","Ulmus","Ulmus parvifolia",14157,5361869
"Tracheophyta","Magnoliopsida","Rosales","Ulmaceae","Ulmus","Ulmus pumila",16521,5361877
"Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Cecropia","Cecropia obtusifolia",3173,2984473
"Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Cecropia","Cecropia pachystachya",6143,4013385
"Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Cecropia","Cecropia peltata",25418,2984476
"Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Pipturus","Pipturus argenteus",5443,6414892
"Tracheophyta","Magnoliopsida","Santalales","Santalaceae","Santalum","Santalum album",2512,2889785
"Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Anacardium","Anacardium occidentale",14866,5421368
"Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Mangifera","Mangifera indica",70299,3190638
"Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Pistacia","Pistacia atlantica",5142,3190581
"Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Pistacia","Pistacia chinensis",8243,3190586
"Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Rhus","Rhus typhina",94933,3190538
"Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Schinus","Schinus lentiscifolia",818,4928871
"Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Schinus","Schinus molle",21302,3190642
"Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Schinus","Schinus polygama",2457,4928873
"Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Schinus","Schinus terebinthifolia",30317,3660419
"Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Searsia","Searsia lancea",2923,5421370
"Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Searsia","Searsia longipes",1941,7321774
"Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Searsia","Searsia pendulina",493,5544263
"Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Spondias","Spondias mombin",41314,8185571
"Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron succedaneum",5928,3190624
"Tracheophyta","Magnoliopsida","Sapindales","Meliaceae","Azadirachta","Azadirachta indica",33502,3190474
"Tracheophyta","Magnoliopsida","Sapindales","Meliaceae","Cedrela","Cedrela odorata",19284,3190511
"Tracheophyta","Magnoliopsida","Sapindales","Meliaceae","Chukrasia","Chukrasia tabularis",861,4934732
"Tracheophyta","Magnoliopsida","Sapindales","Meliaceae","Khaya","Khaya senegalensis",9710,3190508
"Tracheophyta","Magnoliopsida","Sapindales","Meliaceae","Melia","Melia azedarach",53881,5914287
"Tracheophyta","Magnoliopsida","Sapindales","Meliaceae","Sandoricum","Sandoricum koetjape",2135,3850843
"Tracheophyta","Magnoliopsida","Sapindales","Meliaceae","Toona","Toona ciliata",7389,3190472
"Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Citrus","Citrus aurantiifolia",2566,3190164
"Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Citrus","Citrus aurantium",9934,8077391
"Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Citrus","Citrus limon",4699,7647136
"Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Citrus","Citrus reticulata",2501,3190172
"Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Clausena","Clausena excavata",2409,5834596
"Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Murraya","Murraya paniculata",11419,8190743
"Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Phellodendron","Phellodendron amurense",8325,3190154
"Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Triphasia","Triphasia trifolia",1252,3190406
"Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Zanthoxylum","Zanthoxylum americanum",8693,3190089
"Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer","Acer buergerianum",2600,7100404
"Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer","Acer negundo",185796,3189866
"Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer","Acer platanoides",638147,3189846
"Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer","Acer pseudoplatanus",876295,3189870
"Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer","Acer rufinerve",5100,7263145
"Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer","Acer saccharinum",82329,3189837
"Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer","Acer tataricum",29205,3189843
"Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Blighia","Blighia sapida",3110,3189955
"Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Cupaniopsis","Cupaniopsis anacardioides",7589,3189958
"Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Melicoccus","Melicoccus bijugatus",4592,3189990
"Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Sapindus","Sapindus mukorossi",2921,5421133
"Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Sapindus","Sapindus saponaria",11183,8017915
"Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Schleichera","Schleichera oleosa",1153,3189945
"Tracheophyta","Magnoliopsida","Sapindales","Simaroubaceae","Ailanthus","Ailanthus altissima",166844,3190653
"Tracheophyta","Magnoliopsida","Sapindales","Simaroubaceae","Simarouba","Simarouba amara",6375,7720664
"Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Ribes rubrum",167724,2986097
"Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","Ipomoea","Ipomoea carnea",8155,2928590
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Brugmansia","Brugmansia candida",2022,9099468
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Brugmansia","Brugmansia suaveolens",4684,5341758
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Cestrum","Cestrum aurantiacum",2710,2928790
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Cestrum","Cestrum auriculatum",458,3797504
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Cestrum","Cestrum elegans",1950,6403186
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Cestrum","Cestrum laevigatum",3837,7300082
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Cestrum","Cestrum nocturnum",6355,2928791
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Cestrum","Cestrum parqui",3221,2928792
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Lycium","Lycium barbarum",33754,2928835
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Lycium","Lycium ferocissimum",147036,3797394
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana","Nicotiana glauca",43939,2928783
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum aviculare",5213,2930210
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum betaceum",3695,2930216
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum diphyllum",7562,2931088
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum erianthum",10012,2931461
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum giganteum",1056,2930578
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum incanum",2393,2929691
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum linnaeanum",6979,2929062
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum marginatum",1424,7538163
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum mauritianum",28946,2931469
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum pseudocapsicum",17653,2931104
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum robustum",1322,2931442
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum tampicense",685,2929938
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum torvum",19026,2932389
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum viarum",27245,2931914
"Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum wrightii",963,2931500
"Tracheophyta","Pinopsida","Pinales","Araucariaceae","Araucaria","Araucaria araucana",4106,2684984
"Tracheophyta","Pinopsida","Pinales","Cupressaceae","Cryptomeria","Cryptomeria japonica",14824,5284237
"Tracheophyta","Pinopsida","Pinales","Cupressaceae","Cupressus","Cupressus lusitanica",15654,2684046
"Tracheophyta","Pinopsida","Pinales","Cupressaceae","Juniperus","Juniperus bermudiana",403,2684610
"Tracheophyta","Pinopsida","Pinales","Cupressaceae","Juniperus","Juniperus communis",693440,2684709
"Tracheophyta","Pinopsida","Pinales","Cupressaceae","Juniperus","Juniperus virginiana",58358,2684391
"Tracheophyta","Pinopsida","Pinales","Cupressaceae","Tetraclinis","Tetraclinis articulata",2140,2684184
"Tracheophyta","Pinopsida","Pinales","Cupressaceae","Thuja","Thuja plicata",34056,2684171
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Abies","Abies balsamea",28225,2685383
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Abies","Abies grandis",18445,2685361
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Abies","Abies procera",4310,2685308
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Larix","Larix decidua",185615,2686212
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Larix","Larix kaempferi",17649,2686157
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Picea","Picea abies",830347,5284884
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Picea","Picea sitchensis",91478,5284827
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus banksiana",10929,5285533
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus brutia",2399,5285710
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus canariensis",7871,5285243
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus caribaea",2016,5285740
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus clausa",2984,5285768
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus contorta",41876,5285750
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus elliottii",6661,5285777
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus glabra",1857,5285140
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus halepensis",386865,5285604
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus kesiya",904,5285824
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus koraiensis",2691,5284979
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus luchuensis",441,5285182
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus mugo",68903,5285385
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus muricata",2468,5285595
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus nigra",190383,5284809
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus oocarpa",3322,5285220
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus patula",10069,5285090
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus pinaster",542086,5285565
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus pinea",322026,5285165
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus ponderosa",57387,5285053
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus radiata",49805,5285727
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus strobus",93343,5284982
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus sylvestris",953508,5285637
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus taeda",11091,5285241
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Pseudotsuga","Pseudotsuga menziesii",125386,2685796
"Tracheophyta","Pinopsida","Pinales","Pinaceae","Tsuga","Tsuga heterophylla",25419,2687210
"Tracheophyta","Pinopsida","Pinales","Podocarpaceae","Afrocarpus","Afrocarpus falcatus",2551,2687632
"Tracheophyta","Pinopsida","Pinales","Podocarpaceae","Nageia","Nageia nagi",1809,2687779
"Tracheophyta","Polypodiopsida","Cyatheales","Cyatheaceae","Sphaeropteris","Sphaeropteris cooperi",4600,5274893
"Tracheophyta","Polypodiopsida","Cyatheales","Dicksoniaceae","Dicksonia","Dicksonia antarctica",17859,7498955
